text	label
New enrollment is temporarily suspended due to COVID19 restrictions	Covid19
Precautionary delay in response to the COVID-19 pandemic.	Covid19
Temporary suspension of enrollment due to COVID-19 situation	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Paused for COVID-19 Response	Covid19
COVID-19	Covid19
COVID19 Suspension	Covid19
Suspended due to COVID-19	Covid19
Pause for COVID-19 Response	Covid19
Suspended due to Covid-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Temporary enrollment suspension to manage patient safety due to COVID-19	Covid19
COVID19 Suspension	Covid19
On Hold due to COVID-19 outbreak	Covid19
Due to COVID-19	Covid19
COVID-19	Covid19
Currently suspended due to COVID-19 policies.	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
COVID19 Suspension	Covid19
due to COVID-19	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
Temporary suspension since March 19 due to COVID-19 pandemic	Covid19
Study halted prematurely due to COVID-19 but potentially will resume.	Covid19
Temporary halt of recruitment due to COVID-19 pandemic	Covid19
Temporarily halted due to COVID-19	Covid19
Temporary enrollment suspension to manage patient safety due to COVID-19	Covid19
Due to COVID-19 outbreak, study is temporarily suspended.	Covid19
COVID-19 restrictions	Covid19
COVID-19 restrictions	Covid19
COVID-19	Covid19
COVID-19	Covid19
COVID19 Suspension	Covid19
response to COVID-19	Covid19
Suspended (Due to Covid-19)	Covid19
COVID-19	Covid19
COVID-19	Covid19
Suspended enrollment and in person follow-up visits due to the COVID-19 Virus	Covid19
COVID-19	Covid19
Temporary suspension of screening/Enrollment due to worldwide COVID-19 pandemic	Covid19
due to COVID-19 restrictions	Covid19
Due to COVID-19	Covid19
Only recruitment temporarily paused due to COVID-19 and safety measure	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected	Covid19
COVID-19 social distancing requirements	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to strict measures of the government to contain the spread of COVID-19 outbreak, we follow	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Due to COVID-19	Covid19
Covid-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Temporary pause on enrollment due to COVID-19	Covid19
due to COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
COVID-19	Covid19
"Urgent shift among clinical sites toward efforts to combat COVID-19 pandemic;impacted"	Covid19
COVID-19 pandemic	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Currently suspended due to covid-19 policies.	Covid19
Stopped until further notice due to COVID-19 restrictions	Covid19
Enrollment suspended due to COVID-19, pre-screening continues for future enrollment	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
COVID19 Suspension	Covid19
Recruitment suspending during the COVID-19 pandemic.	Covid19
only recruitment temporarily paused due to COVID-19	Covid19
COVID-19 pandemic	Covid19
COVID-19	Covid19
due to COVID-19	Covid19
Suspended due to Covid-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Enrollment and interactions/interventions temporarily paused due to COVID-19 & will resume in	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to COVID-19, effective 3/19/2020 recruitment is halted until further notice	Covid19
COVID 19 outbreak	Covid19
COVID-19 Pandemic Measures	Covid19
Recruitment temporarily suspended due to COVID19 restrictions.	Covid19
Context of the Covid-19 pandemic	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Suspended due to Covid-19	Covid19
COVID19	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Suspended due to COVID-19 situation	Covid19
due to COVID-19	Covid19
Temporary suspension since March 20 due to COVID-19 pandemic	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
The study has been halted temporarily to mitigate the impact of the COVID-19 pandemic.	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
We had to suspend our clinical trials due to the pandemic of COVID-19.	Covid19
Study treatment and recruitment has been paused due to COVID-19.	Covid19
Stopped until further notice due to COVID-19 restrictions	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
The epidemic of COVID-19 has been controlled well in China, no eligible patients can be	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Pause for COVID 19 response	Covid19
Enrollment and study activities are temporarily suspended due to COVID-19.	Covid19
COVID-19	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Pause for COVID 19 Response	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
COVID-19 Pandemic	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
COVID-19	Covid19
Due to COVID-19	Covid19
In light of the cessation of non-essential clinical activities at CPU due to the COVID-19	Covid19
COVID-19	Covid19
to the COVID-19 pandemic	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
recruitment temporarily suspended due to COVID-19	Covid19
IRB recruitment suspension due to COVID-19 related research restrictions.	Covid19
Enrollment suspended due to COVID-19, prescreening continues for future enrollment	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Per IRB COVIDâ€19 guidance on conducting human subjects research.	Covid19
response to COVID-19	Covid19
Study temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
COVID-19 Pandemic	Covid19
Due to COVID-19	Covid19
Due to COVID-19	Covid19
Enrollment and interventions are temporarily paused due to COVID-19 and are expected to resume	Covid19
COVID19 Suspension	Covid19
Study is temporarily suspended due to COVID-19	Covid19
COVID-19 pandemic	Covid19
due to COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
COVID19	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
The study has been halted temporarily to mitigate the impact of the COVID-19 pandemic.	Covid19
Due to COVID-19	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Covid 19 pandemic	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
The study is temporarily paused due to COVID-19 and will resume based on guidance of public	Covid19
COVID-19 pandemic.	Covid19
Trial was terminated due to the impact of the COVID-19 on trial activities. 68 patients with	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Study stopped prior to subject administered first dose, due to COVID-19	Covid19
This is due to the safety risk of the COVID 19 virus to the healthy volunteers and the fact	Covid19
that there is not data on coinfections of malaria and COVID 19.	Covid19
due to COVID-19	Covid19
ORD-Funded Studies due to COVID-19	Covid19
COVID-19	Covid19
Suspended [Owing to the Covid-19 epidemics, investigators have decided to suspend inclusion on	Covid19
In response to COVID-19.	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Covid-19	Covid19
Suspended (Due to COVID-19)	Covid19
COVID-19 restrictions	Covid19
Due to COVID-19 policies.	Covid19
Temporary suspension by PI due to Covid-19	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
Only recruitment temporarily paused due to COVID-19.	Covid19
Participant safety during COVID-19	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Recruitment is temporarily suspended due to COVID-19 outbreak	Covid19
Suspended due to COVID-19	Covid19
Recruitment is temporarily suspended due to COVID-19 outbreak	Covid19
Context of the Covid-19 pandemic	Covid19
Temporary halt of recruitment due to COVID-19 pandemic	Covid19
COVID19 Suspension	Covid19
Currently suspended due to Covid-19 policies.	Covid19
Curretly suspended due to Covid-19 policies.	Covid19
COVID-19 pandemic	Covid19
Due to COVID-19	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Suspended due to Covid-19	Covid19
All subject enrollment/follow up is on hold due to COVID-19 pandemic	Covid19
Due to the COVID-19 pandemic, study has been temporarily halted and will resume in the future	Covid19
response to COVID-19	Covid19
Covid-19	Covid19
COVID19 Suspension	Covid19
COVID19 Suspension	Covid19
Intervention/interactions are temporarily paused due to COVID-19 and are expected to resume.	Covid19
Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected	Covid19
Temporary suspension since March 2020 due to COVID-19 pandemic	Covid19
Currently suspended due to Covid-19 policies.	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
This study is temporarily suspended due to COVID-19 pandemic.	Covid19
Recruitment is temporarily suspended, related to COVID-19.	Covid19
Temporary enrollment suspension to manage patient safety due to COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Due to COVID-19	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Covid-19 pandÃ©mie	Covid19
Enrollment stopped until further notice due to COVID-19 restrictions	Covid19
Recruitment temporarily suspended due to COVID-19 pandemic	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Study halted prematurely due to COVID-19 but potentially will resume	Covid19
Due to COVID-19.	Covid19
Safety concerns related to COVID-19	Covid19
accrual temporarily suspended during COVID-19 pandemic	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
COVID19 Suspension	Covid19
COVID-19 Pandemic	Covid19
COVID-19	Covid19
Due to the impact of COVID-19	Covid19
SUSPENDED (Due to COVID-19)	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment is suspended due to COVID-19.	Covid19
Temporary suspension since March 20th, 2020 due to COVID-19 pandemic	Covid19
Recruitment temporarily paused due to COVID-19	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Recruitment temporarily on hold due to COVID-19 situation.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Study suspended due to the Covid19 virus until further notice	Covid19
COVID19 Suspension	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
COVID-19	Covid19
Due to country-level restrictions regarding COVID19	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Context of the Covid-19 pandemic	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
This study has been suspended due to COVID-19 Virus pandemic	Covid19
Suspended due to COVID-19	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Attendance at study sites carries risk of COVID-19 infection. Non-attendance at planned study	Covid19
Due to COVID-19	Covid19
COVID-19	Covid19
Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities.	Covid19
Non-treatment trials suspended due to COVID-19	Covid19
Enrollment suspended due to COVID-19 pandemic	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
COVID-19 Hold	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Study recruitment temporarily halted as a precautionary measure due to COVID-19 pandemic	Covid19
COVID-19	Covid19
Currently suspended due to covid-19 policies.	Covid19
Due to COVID-19 policies.	Covid19
Suspended due to COVID-19	Covid19
COVID-19 restrictions	Covid19
This study is temporarily suspended due to COVID-19 pandemic.	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Pause for COVID 19 response	Covid19
Study recruitment has been temporarily paused due to COVID-19.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Suspended due to COVID-19	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
COVID-19 Pandemic	Covid19
COVID19 Suspension	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
Suspended due to COVID-19	Covid19
Other - COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Currently on partial clinical hold due to COVID-19 policies.	Covid19
Suspended due to Covid-19	Covid19
Study recruitment suspended during COVID-19 pandemic	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
This study is temporarily suspended due to COVID-19 pandemic.	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
The recent outbreak and in anticipation of further spread of COVID-19, to protect the health	Covid19
Recruitment is suspended due to COVID-19. Study visits for currently enrolled subjects are	Covid19
"COVID-19; Temporary suspension of non-essential human subjects research"	Covid19
Due to COVID-19	Covid19
Patient safety during COVID-19	Covid19
Currently suspended due to COVID-19 policies	Covid19
The study has been halted temporarily to mitigate the impact of the COVID-19 pandemic.	Covid19
Due to COVID -19, study is suspended to accrual only	Covid19
The study has been halted temporarily to mitigate the impact of the COVID-19 pandemic	Covid19
COVID-19 outbreak	Covid19
due to COVID-19	Covid19
Recruitment temporarily paused due to COVID-19 and expected to resume.	Covid19
This study is temporarily suspended due to COVID-19 pandemic.	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
recruitment on hold due to COVID risk	Covid19
Enrollment is paused due to COVID-19. This is not a suspension of IRB approval.	Covid19
COVID-19 Pandemic	Covid19
the COVID-19 pandemic.	Covid19
Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected	Covid19
Temporary halt of recruitment due to COVID-19 pandemic	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
Covid-19	Covid19
COVID19 Suspension	Covid19
COVID-19	Covid19
Voluntary suspension due to substantial study updates and COVID-19	Covid19
Study deemed non-essential under COVID pandemic	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Temporarily Suspended for COVID-19	Covid19
Recruitment is suspended due to COVID-19. Study visits for currently enrolled subjects are	Covid19
Covid-19	Covid19
COVID-19	Covid19
Due to COVID -19, study is suspended to accrual only	Covid19
Because of the epidemic of COVID-19, the serum testing could not be continued	Covid19
Due to COVID -19	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Due to COVID-19	Covid19
The study was suspended due to COVID-19 cessation of research activities in March of 2020	Covid19
Only recruitment temporarily paused due to COVID-19	Covid19
Infectious Disease Outbreak: COVID-19	Covid19
Suspended due to COVID-19	Covid19
Due to COVID-19	Covid19
Due to COVID-19	Covid19
Due to COVID-19	Covid19
COVID -19 HOLD	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Only recruitment temporarily paused due to Covid-19.	Covid19
COVID-19 pandemic	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Temporary halt of recruitment due to COVID-19 pandemic	Covid19
COVID19 Suspension	Covid19
Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to	Covid19
"Enrollment is temporarily paused due to COVID-19; interactions/interventions with current"	Covid19
recruitment temporarily suspended due to COVID-19	Covid19
Recruitment temporarily paused due to COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Covid-19 resolution.	Covid19
The epidemic of COVID-19 has been controlled well at present, no eligible patients can be	Covid19
Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic	Covid19
Recruitment is suspended due to COVID-19 outbreak	Covid19
COVID-19	Covid19
COVID-19	Covid19
COVID-19	Covid19
Principle Investigator was deployed to NYP to help with COVID-19 response team	Covid19
COVID-19 Pandemic	Covid19
Trial put on hold due to COVID 19 pandemic. This is a first-in-human trial and safety	Covid19
COVID19 Suspension	Covid19
Temporary suspension since March 13 due to COVID-19 pandemic	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Accrual is suspended due to COVID-19.	Covid19
Because of the economic consequences of the COVID-19 pandemic 2020	Covid19
Enrollment suspended during the COVID-19 pandemic	Covid19
Temporary suspension since March 2020 due to COVID-19 pandemic	Covid19
COVID19 Suspension	Covid19
only recruitment temporarily paused due to COVID-19	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Enrollment on hold due to COVID-19 pandemic.	Covid19
Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily	Covid19
Due to COVID-19	Covid19
COVID-19 precautions	Covid19
Not enough patients/ ethical concerns	Ethical_Reason
The VA IRB would not allow demented subjects to be entered in this study.	Ethical_Reason
Ethics approval denied	Ethical_Reason
study was not ethically acceptable to continue and therefore it was finally stopped	Ethical_Reason
Ethics Committee approval denied	Ethical_Reason
Rejected ethics approval in UK and Holland	Ethical_Reason
Question raised by Ethics Committee	Ethical_Reason
No diagnosis of visceral lesion was placed on 18 included patients. The study is thus stopped prematurely for ethical reasons.	Ethical_Reason
protocol needs complete restructuring in order to make it feasible and to complete the enrollment of 23 patients	Study_Design
Recruitment of patients proved much too difficult based on the chosen criteria.	Study_Design
"poor recruitment, pilot outcome measures inappropriate"""	Study_Design
"Due to the lack of enrolment and complexity of design, the QAX576A2103 study in asthma was terminated. No subjects have been dosed for this study."""	Study_Design
"Low study enrollment; re-evaluating study protocol and study selection criteria."	Study_Design
"This study was terminated May 7, 2007. The study stopped due to tablet formulation issues. No safety issues were involved in the termination decision."""	Study_Design
Limited regulatory value to uncontrolled trials. No safety/efficacy concerns.	Study_Design
Terminated due to suboptimal dosing schedule	Study_Design
Need to review design	Study_Design
Enrollment suspended due to low drug exposure.	Study_Design
Study not yet started. Decided not to do the study. Considering more robust design.	Study_Design
Not to expose the patients to subtherapeutic dose	Study_Design
Objectives of study could not be met within a reasonable timeframe.	Study_Design
Investigator decided it was not feasible to conduct this study	Study_Design
Endpoint no longer deemed meaningful	Study_Design
Withdrawn pending further review of clinical design.	Study_Design
Study terminated due to lack of care guidelines in the protocol.	Study_Design
The intervention could not be successfully carried out in the SADP setting because of issues independent of the cognitive training intervention.	Study_Design
No recommended Phase II dose was determined.	Study_Design
Interim Analysis: Optimization of study design required.	Study_Design
protocol revisions were deemed unable to be completed by 8/2007	Study_Design
lack of data	Insufficient_Data
Insufficient Data Collected	Insufficient_Data
Insufficient Data Collected	Insufficient_Data
Incomplete data	Insufficient_Data
Insufficient findings for data analysis	Insufficient_Data
Insufficient Data Collected	Insufficient_Data
Preliminary data was inconclusive to warrant keeping the study open.	Insufficient_Data
Insufficient findings for data analysis	Insufficient_Data
Insufficient Data Collected	Insufficient_Data
lack of data	Insufficient_Data
We wish to wait until there is more data available using this substance.	Insufficient_Data
Poor recruitment and change in development strategy	Insufficient_Enrollment
slow enrollment and change in product development strategy	Insufficient_Enrollment
"low accrual; loss of funding"	Insufficient_Enrollment
"Low Accrual, Funding"""	Insufficient_Enrollment
Withdrawn due to poor accrual/lack of funding	Insufficient_Enrollment
The study was stopped due to poor accrual and lack of funding.	Insufficient_Enrollment
"Poor recruitment; study design not appropriate any longer."	Insufficient_Enrollment
poor accrual and response less than expected on interim analysis	Insufficient_Enrollment
Slow enrollment and due to personnel change there was no viable way to quantify glycine levels through imaging	Insufficient_Enrollment
Combination of departure of Investigator from one site and slow recruitment rate	Insufficient_Enrollment
Dr. Vindas completed his fellowship + low enrollment	Insufficient_Enrollment
No subjects enrolled and PI went to another facility	Insufficient_Enrollment
difficult enrollment after the primary investigator left the centre	Insufficient_Enrollment
"Inadequate number of records screened; primary investigator left institution."	Insufficient_Enrollment
Enrollment was too slow and principal investigator moved to another country	Insufficient_Enrollment
early termination due to loss of interest and low enrollment of patient	Insufficient_Enrollment
Zero accrual and failure to generate multicenter interest.	Insufficient_Enrollment
Main objective of study was met. Further recruitment was difficult.	Insufficient_Enrollment
The trial was terminated on May 2008 after inclusion of 10 patients due to low recruitment and patient compliance.	Insufficient_Enrollment
due to recruitment problems / based on recommendation of Independent Review Board	Insufficient_Enrollment
slow recruitment and treatments beyond expiry date	Insufficient_Enrollment
"Slow accrual; drug availability"	Insufficient_Enrollment
Insufficient recruitment in a reasonable time + expiration of study medication	Insufficient_Enrollment
We were unable to enroll a sufficient number of patients due to manpower.	Insufficient_Enrollment
Unexpected difficult recruitment. Study drug expired	Insufficient_Enrollment
Terminated October 2009 (in 4th year) due to low enrollment and anticipated drug expiration November 2009.	Insufficient_Enrollment
The study was terminated due to difficulties with finding sites and subjects willing to participate.	Insufficient_Enrollment
Recruitment very difficult. Study drug expired so we have stopped the study.	Insufficient_Enrollment
"Slow recruitment; Study did not address safety concern raised by European Medicines Agency"	Insufficient_Enrollment
Exploratory study proactively terminated by Roche after slow enrollment due to concerns regarding the CV safety profile of TZDs in patients with symptomatic CHF	Insufficient_Enrollment
"Following an SAE, study was put on hold. After performing preclinical follow-up studies, volunteers were no longer available for continuation."""	Insufficient_Enrollment
"Low patient enrollment; toxicities"	Insufficient_Enrollment
"Terminated by sponsor due to low enrollment; see details below"	Insufficient_Enrollment
The study was terminated by the sponser due to low study enrollment.	Insufficient_Enrollment
"Few subjects recruited, sponsor withdrew support."""	Insufficient_Enrollment
The study was closed early due to slow patient accrual and sponsor's withdrawal of support.	Insufficient_Enrollment
Inadequate retention of GHD adults to maintain power to study the effect of GH on fibrinolysis. A comparison between GHD adults and controls was completed.	Insufficient_Enrollment
Further evaluation determined it was not feasible to enroll the post-partum tubal ligation group at our facility	Insufficient_Enrollment
Slow enrollment due to multiple screen failures	Insufficient_Enrollment
"logistic reasons, patients could not be recruited"""	Insufficient_Enrollment
Poor patient enrollment due to logistical issues.	Insufficient_Enrollment
Poor patient enrollment due to logistical issues	Insufficient_Enrollment
Withdrawn due to poor accrual and lack of feasibility	Insufficient_Enrollment
"not enough patients to e recruited, problems with the conductance catheter"""	Insufficient_Enrollment
Poor patient enrollment due to logistical issues	Insufficient_Enrollment
Achieving site readiness and enrolling the trial within a reasonable time	Insufficient_Enrollment
Very slow enrollment.Study entry criteria not in line w/local standards of care	Insufficient_Enrollment
"Withdrawn because there were no dramatic changes in the main endpoint, as well as low enrollment numbers. The data are not interpretable in terms of efficacy."""	Insufficient_Enrollment
Not reaching recruitment and endpoint goals	Insufficient_Enrollment
Multiparas study terminated due to poor recruitment. Randomization revealed only after decision recorded on clinicaltrials.gov	Insufficient_Enrollment
"The study was terminated on June 22, 2007 for inability to enroll patients within an appropriate timeframe. There were no efficacy/safety concerns."""	Insufficient_Enrollment
"This study was terminated on November 20, 2003 because of poor recruitment. This study was not terminated due to safety/efficacy."""	Insufficient_Enrollment
The study was stopped due to low subject enrollment. No safety issue or other concern factored into this decision.	Insufficient_Enrollment
Poor accrual	Insufficient_Enrollment
Insufficient enrollment	Insufficient_Enrollment
This study was stopped due to slow enrollment	Insufficient_Enrollment
Poor accrual	Insufficient_Enrollment
Enrollment has been terminated due to a slow rate of enrollment.	Insufficient_Enrollment
Poor recruitment	Insufficient_Enrollment
Slow accrual	Insufficient_Enrollment
Slow recruitment	Insufficient_Enrollment
terminated due to inability to recruit subjects	Insufficient_Enrollment
Insufficient enrollment	Insufficient_Enrollment
"Slow accrual, study terminated."""	Insufficient_Enrollment
lack of enrollment	Insufficient_Enrollment
"Due to specimen collection difficulties; this study has been terminated"	Insufficient_Enrollment
Low Accrual	Insufficient_Enrollment
Insufficient accrual	Insufficient_Enrollment
Terminated due to lack of patient recruitment	Insufficient_Enrollment
Low accruals	Insufficient_Enrollment
Low participant accrual.	Insufficient_Enrollment
"Prior to recruitment, study terminated lack of recruitment interest."""	Insufficient_Enrollment
Insufficient Accrual	Insufficient_Enrollment
The study population is smaller than expected. No subjects were included.	Insufficient_Enrollment
low accrual	Insufficient_Enrollment
"Subject recruitment was slow, so enrollment has been closed."""	Insufficient_Enrollment
low accrual	Insufficient_Enrollment
Low accrual rate	Insufficient_Enrollment
Poor recruitment	Insufficient_Enrollment
not enough enrollment	Insufficient_Enrollment
subject enrollment goals not met	Insufficient_Enrollment
low patient number after 2 years recruiting	Insufficient_Enrollment
Withdrawn due to lack of study participants	Insufficient_Enrollment
Slow enrollment	Insufficient_Enrollment
Withdrawn due to low accrual	Insufficient_Enrollment
Lack of enrollment	Insufficient_Enrollment
Lack of enrollment	Insufficient_Enrollment
Difficulty in recruting patients	Insufficient_Enrollment
Recruitment was suboptimal	Insufficient_Enrollment
Study terminated due to low recruitment.	Insufficient_Enrollment
Lack of recruitment	Insufficient_Enrollment
poor enrollment	Insufficient_Enrollment
The exclusion criteria were stringent and enrollment was slow.	Insufficient_Enrollment
patients with neurological disease not included	Insufficient_Enrollment
Slow recruitment	Insufficient_Enrollment
Difficulty finding the required patient population	Insufficient_Enrollment
Closed to Accrual	Insufficient_Enrollment
terminated due to lack of accrual.	Insufficient_Enrollment
Not enough recruitment	Insufficient_Enrollment
Insufficient enrollment to justify keeping open.	Insufficient_Enrollment
Study stopped because of disappointing inclusion rates	Insufficient_Enrollment
low recruitment	Insufficient_Enrollment
Due to poor accrual of the study	Insufficient_Enrollment
Low levels of recruitment	Insufficient_Enrollment
Tightly defined inclusion criteria were making recruitment very slow.	Insufficient_Enrollment
"Subjects declined enrollment; sponsor/PI elected to close study."	Insufficient_Enrollment
The trial was stopped earlier than planned because of the slow accrual rate.	Insufficient_Enrollment
Inadequate recruitment	Insufficient_Enrollment
Lack of enrolment	Insufficient_Enrollment
Lack of subject enrollment over the past two years.	Insufficient_Enrollment
Unsatisfactory enrollment	Insufficient_Enrollment
Study stopped due to lack of elegible patient enrollment	Insufficient_Enrollment
Slow enrollment	Insufficient_Enrollment
Difficulty finding the required patient population	Insufficient_Enrollment
Insufficient recruitment.	Insufficient_Enrollment
Inadequate patient recruitment	Insufficient_Enrollment
failure to accrue	Insufficient_Enrollment
Inability to recruit in time a sufficient number of patients	Insufficient_Enrollment
Slow enrollment	Insufficient_Enrollment
Slow enrollment decreased sample size No unexpected safety issues.	Insufficient_Enrollment
