normalised_id	normalised_label	is_obsolete
MONDO:0011576	familial hyperaldosteronism type ii	False
MONDO:0011577	myopathy, proximal, and ophthalmoplegia	False
MONDO:0011578	familial papillary thyroid carcinoma with renal papillary neoplasia	False
MONDO:0011579	late-onset retinal degeneration	False
MONDO:0011581	arrhythmogenic cardiomyopathy with wooly hair and keratoderma	False
MONDO:0011582	multiple mitochondrial dysfunctions syndrome 1	False
MONDO:0011583	cerebral amyloid angiopathy, app-related	False
MONDO:0011584	fanconi anemia complementation group d1	False
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	False
MONDO:0011595	nonsyndromic congenital nail disorder 7	False
MONDO:0011599	birdshot chorioretinopathy	False
MONDO:0011601	neonatal intrahepatic cholestasis due to citrin deficiency	False
MONDO:0011603	gne myopathy	False
MONDO:0011604	spondylo-ocular syndrome	False
MONDO:0011605	generalized basaloid follicular hamartoma syndrome	False
MONDO:0011610	dimethylglycine dehydrogenase deficiency	False
MONDO:0011612	glycine encephalopathy	False
MONDO:0011614	3-hydroxy-3-methylglutaryl-coa synthase deficiency	False
MONDO:0011615	east texas bleeding disorder	False
MONDO:0011620	metaphyseal dysplasia, braun-tinschert type	False
MONDO:0011621	acropectoral syndrome	False
MONDO:0011624	transaldolase deficiency	False
MONDO:0011628	propionic acidemia	False
MONDO:0011629	mogs-congenital disorder of glycosylation	False
MONDO:0011631	hemochromatosis type 4	False
MONDO:0011633	charcot-marie-tooth disease axonal type 2c	False
MONDO:0011634	rippling muscle disease	False
MONDO:0011638	neuroferritinopathy	False
MONDO:0011640	genitopatellar syndrome	False
MONDO:0011651	intellectual disability, short stature, facial anomalies, and joint dislocations	False
MONDO:0011652	phelan-mcdermid syndrome	False
MONDO:0011661	inflammatory bowel disease 5	False
MONDO:0011663	juvenile primary lateral sclerosis	False
MONDO:0011664	immunodeficiency due to cd25 deficiency	False
MONDO:0011667	maturity-onset diabetes of the young type 4	False
MONDO:0011668	maturity-onset diabetes of the young type 6	False
MONDO:0011669	hypotonia-cystinuria syndrome	False
MONDO:0011670	ehlers-danlos syndrome due to tenascin-x deficiency	False
MONDO:0011671	huntington disease-like 2	False
MONDO:0011674	charcot-marie-tooth disease dominant intermediate b	False
MONDO:0011675	charcot-marie-tooth disease, axonal, type 2gg	False
MONDO:0011676	phace syndrome	False
MONDO:0011679	craniosynostosis syndrome, autosomal recessive	False
MONDO:0011681	episodic ataxia type 4	False
MONDO:0011682	episodic ataxia type 3	False
MONDO:0011683	oculocutaneous albinism type 4	False
MONDO:0011686	dna ligase iv deficiency	False
MONDO:0011687	charcot-marie-tooth disease axonal type 2f	False
MONDO:0011688	muscular dystrophy-dystroglycanopathy type b5	False
MONDO:0011694	spinocerebellar ataxia type 15/16	False
MONDO:0011698	glycine n-methyltransferase deficiency	False
MONDO:0011702	dilated cardiomyopathy 1l	False
MONDO:0011705	lymphangioleiomyomatosis	False
MONDO:0011706	kufor-rakeb syndrome	False
MONDO:0011707	obsolete familial dyskinesia and facial myokymia	True
MONDO:0011708	autosomal dominant nonsyndromic hearing loss 36	False
MONDO:0011715	seckel syndrome 2	False
MONDO:0011717	hyperinsulinism-hyperammonemia syndrome	False
MONDO:0011719	gastrointestinal stromal tumor	False
MONDO:0011720	spermatogenic failure 3	False
MONDO:0011721	distal myopathy with anterior tibial onset	False
MONDO:0011722	intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	False
MONDO:0011724	encephalopathy due to glut1 deficiency	False
MONDO:0011725	crigler-najjar syndrome type 2	False
MONDO:0011726	peripheral arterial occlusive disease 1	False
MONDO:0011728	benign essential blepharospasm	False
MONDO:0011730	fumaric aciduria	False
MONDO:0011731	glucose-galactose malabsorption	False
MONDO:0011732	familial digital arthropathy-brachydactyly	False
MONDO:0011735	hyper-igm syndrome type 3	False
MONDO:0011738	bilateral frontoparietal polymicrogyria	False
MONDO:0011740	carney-stratakis syndrome	False
MONDO:0011744	primary intraosseous venous malformation	False
MONDO:0011749	oculocutaneous albinism type 1b	False
MONDO:0011754	familial hyperreninemic hypoaldosteronism type 2	False
MONDO:0011758	hurler syndrome	False
MONDO:0011759	hurler-scheie syndrome	False
MONDO:0011760	scheie syndrome	False
MONDO:0011765	multiple epiphyseal dysplasia type 5	False
MONDO:0011766	46,xy gonadal dysgenesis-motor and sensory neuropathy syndrome	False
MONDO:0011767	autosomal recessive nonsyndromic hearing loss 31	False
MONDO:0011771	neuronopathy, distal hereditary motor, autosomal recessive 3	False
MONDO:0011772	b4galt1-congenital disorder of glycosylation	False
MONDO:0011773	anauxetic dysplasia	False
MONDO:0011775	nasopharyngeal carcinoma, susceptibility to, 1	False
MONDO:0011776	cinca syndrome	False
MONDO:0011778	multiple epiphyseal dysplasia, al-gazali type	False
MONDO:0011781	spinocerebellar ataxia type 17	False
MONDO:0011783	alg12-congenital disorder of glycosylation	False
MONDO:0011785	hereditary spastic paraplegia 19	False
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2i	False
MONDO:0011788	cloverleaf skull-multiple congenital anomalies syndrome	False
MONDO:0011789	familial meningioma	False
MONDO:0011790	amish lethal microcephaly	False
MONDO:0011795	anonychia-microcephaly syndrome	False
MONDO:0011797	infantile-onset ascending hereditary spastic paralysis	False
MONDO:0011801	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	False
MONDO:0011803	hereditary spastic paraplegia 7	False
MONDO:0011804	autoimmune lymphoproliferative syndrome type 2b	False
MONDO:0011810	horizontal gaze palsy with progressive scoliosis	False
MONDO:0011811	autosomal recessive cerebellar ataxia-saccadic intrusion syndrome	False
MONDO:0011812	duane-radial ray syndrome	False
MONDO:0011814	smith-mccort dysplasia 1	False
MONDO:0011816	lathosterolosis	False
MONDO:0011818	isolated focal cortical dysplasia type ii	False
MONDO:0011819	spinocerebellar ataxia type 19/22	False
MONDO:0011821	meckel syndrome, type 3	False
MONDO:0011822	bartter disease type 3	False
MONDO:0011823	developmental malformations-deafness-dystonia syndrome	False
MONDO:0011829	coenzyme q10 deficiency, primary, 1	False
MONDO:0011830	lissencephaly due to lis1 mutation	False
MONDO:0011831	arrhythmogenic right ventricular dysplasia 8	False
MONDO:0011833	spinocerebellar ataxia type 21	False
MONDO:0011834	spinocerebellar ataxia type 18	False
MONDO:0011835	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	False
MONDO:0011837	vitamin k-dependent clotting factors, combined deficiency of, type 2	False
MONDO:0011838	bothnia retinal dystrophy	False
MONDO:0011839	newfoundland cone-rod dystrophy	False
MONDO:0011840	dilated cardiomyopathy 1m	False
MONDO:0011841	biotin-responsive basal ganglia disease	False
MONDO:0011842	grn-related frontotemporal lobar degeneration with tdp43 inclusions	False
MONDO:0011843	hypertrophic cardiomyopathy 25	False
MONDO:0011852	nonsyndromic congenital nail disorder 8	False
MONDO:0011853	camptosynpolydactyly, complex	False
MONDO:0011855	granular corneal dystrophy type ii	False
MONDO:0011856	spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome	False
MONDO:0011857	atrial fibrillation, familial, 3	False
MONDO:0011862	hereditary spastic paraplegia 24	False
MONDO:0011868	lethal congenital contracture syndrome 2	False
MONDO:0011869	epidermolysis bullosa simplex superficialis	False
MONDO:0011870	annular epidermolytic ichthyosis	False
MONDO:0011871	niemann-pick disease type b	False
MONDO:0011872	griscelli syndrome type 2	False
MONDO:0011874	neonatal ichthyosis-sclerosing cholangitis syndrome	False
MONDO:0011876	obsolete juvenile absence epilepsy	True
MONDO:0011877	autosomal dominant osteopetrosis 1	False
MONDO:0011879	neuronopathy, distal hereditary motor, type 7b	False
MONDO:0011881	keratosis palmoplantaris striata 3	False
MONDO:0011882	skin fragility-woolly hair-palmoplantar keratoderma syndrome	False
MONDO:0011883	curly hair - acral keratoderma - caries syndrome	False
MONDO:0011884	hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	False
MONDO:0011886	torsion dystonia 13	False
MONDO:0011888	immunodeficiency 67	False
MONDO:0011889	charcot-marie-tooth disease type 2i	False
MONDO:0011890	charcot-marie-tooth disease type 1d	False
MONDO:0011894	charcot-marie-tooth disease type 2e	False
MONDO:0011895	idiopathic hypereosinophilic syndrome	False
MONDO:0011897	leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome	False
MONDO:0011899	noonan syndrome-like disorder with loose anagen hair	False
MONDO:0011901	charcot-marie-tooth disease axonal type 2h	False
MONDO:0011902	charcot-marie-tooth disease type 1f	False
MONDO:0011903	charcot-marie-tooth disease type 2j	False
MONDO:0011904	seizures, benign familial infantile, 3	False
MONDO:0011905	obsolete familial hypercholanemia	True
MONDO:0011906	congenital bile acid synthesis defect 1	False
MONDO:0011907	acrocapitofemoral dysplasia	False
MONDO:0011909	charcot-marie-tooth disease dominant intermediate d	False
MONDO:0011911	craniolenticulosutural dysplasia	False
MONDO:0011913	alzheimer disease 3	False
MONDO:0011915	mitral valve prolapse, myxomatous 2	False
MONDO:0011916	charcot-marie-tooth disease axonal type 2k	False
MONDO:0011922	nonimmune chronic idiopathic neutropenia of adults	False
MONDO:0011925	congenital merosin-deficient muscular dystrophy 1a	False
MONDO:0011927	tufted angioma	False
MONDO:0011928	caudal duplication	False
MONDO:0011929	chromosome 1p36 deletion syndrome	False
MONDO:0011933	alg2-congenital disorder of glycosylation	False
MONDO:0011934	dermatofibrosarcoma protuberans	False
MONDO:0011936	microphthalmia with brain and digit anomalies	False
MONDO:0011938	atrial septal defect 2	False
MONDO:0011939	spondyloenchondrodysplasia with immune dysregulation	False
MONDO:0011945	gaucher disease perinatal lethal	False
MONDO:0011946	diaphanospondylodysostosis	False
MONDO:0011948	pontocerebellar hypoplasia type 3	False
MONDO:0011950	infantile-onset autosomal recessive nonprogressive cerebellar ataxia	False
MONDO:0011953	familial acute necrotizing encephalopathy	False
MONDO:0011957	retinal macular dystrophy type 2	False
MONDO:0011959	sweet syndrome	False
MONDO:0011961	hereditary sensory and autonomic neuropathy type 1b	False
MONDO:0011962	endometrial cancer	False
MONDO:0011964	dpagt1-congenital disorder of glycosylation	False
MONDO:0011965	familial temporal lobe epilepsy 2	False
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2d	False
MONDO:0011969	alg8-congenital disorder of glycosylation	False
MONDO:0011970	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	False
MONDO:0011971	hyper-igm syndrome type 5	False
MONDO:0011972	ovarian hyperstimulation syndrome	False
MONDO:0011973	zinc deficiency, transient neonatal	False
MONDO:0011975	paternal uniparental disomy of chromosome 14	False
MONDO:0011976	lipodystrophy-intellectual disability-deafness syndrome	False
MONDO:0011977	8q22.1 microdeletion syndrome	False
MONDO:0011979	adult-onset foveomacular vitelliform dystrophy	False
MONDO:0011984	synpolydactyly type 2	False
MONDO:0011985	hyper-igm syndrome type 4	False
MONDO:0011988	neutrophil immunodeficiency syndrome	False
MONDO:0011992	hereditary spastic paraplegia 25	False
MONDO:0011995	cataract - congenital heart disease - neural tube defect syndrome	False
MONDO:0011997	hermansky-pudlak syndrome 2	False
MONDO:0011998	autosomal dominant slowed nerve conduction velocity	False
MONDO:0012007	scimitar anomaly, multiple cardiac malformations, and craniofacial and central nervous system abnormalities	False
MONDO:0012008	lelis syndrome	False
MONDO:0012012	charcot-marie-tooth disease dominant intermediate c	False
MONDO:0012013	weill-marchesani syndrome 2, dominant	False
MONDO:0012014	charcot-marie-tooth disease recessive intermediate a	False
MONDO:0012016	capillary malformation-arteriovenous malformation syndrome	False
MONDO:0012017	obsolete parkes weber syndrome	True
MONDO:0012019	spondyloepiphyseal dysplasia, kimberley type	False
MONDO:0012020	chromosome 22q11.2 microduplication syndrome	False
MONDO:0012031	platelet-type bleeding disorder 10	False
MONDO:0012032	braddock syndrome	False
MONDO:0012033	bradyopsia	False
MONDO:0012034	autosomal dominant limb-girdle muscular dystrophy type 1f	False
MONDO:0012035	craniosynostosis-intracranial calcifications syndrome	False
MONDO:0012041	familial adenomatous polyposis 2	False
MONDO:0012043	reis-bucklers corneal dystrophy	False
MONDO:0012052	alg1-congenital disorder of glycosylation	False
MONDO:0012055	larsen-like osseous dysplasia-short stature syndrome	False
MONDO:0012056	leber congenital amaurosis 9	False
MONDO:0012061	familial sick sinus syndrome	False
MONDO:0012062	dilated cardiomyopathy 1o	False
MONDO:0012063	ulnar/fibula ray defect-brachydactyly syndrome	False
MONDO:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	False
MONDO:0012072	familial partial lipodystrophy, kobberling type	False
MONDO:0012073	ribose-5-p isomerase deficiency	False
MONDO:0012074	mandibuloacral dysplasia with type b lipodystrophy	False
MONDO:0012075	oligodontia-cancer predisposition syndrome	False
MONDO:0012077	amyotrophic lateral sclerosis type 8	False
MONDO:0012080	neuronopathy, distal hereditary motor, type 2b	False
MONDO:0012081	15q11q13 microduplication syndrome	False
MONDO:0012083	autosomal dominant nonsyndromic hearing loss 28	False
MONDO:0012084	aromatic l-amino acid decarboxylase deficiency	False
MONDO:0012088	primary ciliary dyskinesia 5	False
MONDO:0012089	ichthyosis prematurity syndrome	False
MONDO:0012092	hereditary sensory and autonomic neuropathy type 5	False
MONDO:0012095	intellectual disability-brachydactyly-pierre robin syndrome	False
MONDO:0012096	charcot-marie-tooth disease axonal type 2l	False
MONDO:0012098	spinocerebellar ataxia type 20	False
MONDO:0012099	aica-ribosiduria	False
MONDO:0012103	spinocerebellar ataxia type 25	False
MONDO:0012104	acquired partial lipodystrophy	False
MONDO:0012108	spondyloepimetaphyseal dysplasia, matrilin-3 type	False
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	False
MONDO:0012112	hypertrophic cardiomyopathy 10	False
MONDO:0012116	spinocerebellar ataxia type 8	False
MONDO:0012117	alg9-congenital disorder of glycosylation	False
MONDO:0012118	cog7-congenital disorder of glycosylation	False
MONDO:0012120	pyruvate dehydrogenase phosphatase deficiency	False
MONDO:0012123	congenital disorder of glycosylation type 1e	False
MONDO:0012124	sudden infant death-dysgenesis of the testes syndrome	False
MONDO:0012125	hypomyelinating leukodystrophy 2	False
MONDO:0012126	familial avascular necrosis of femoral head	False
MONDO:0012127	autosomal recessive limb-girdle muscular dystrophy type 2j	False
MONDO:0012128	transposition of the great arteries, dextro-looped	False
MONDO:0012130	myofibrillar myopathy 2	False
MONDO:0012132	colorectal cancer, susceptibility to, 1	False
MONDO:0012136	carnitine palmitoyl transferase ii deficiency, neonatal form	False
MONDO:0012137	carney complex - trismus - pseudocamptodactyly syndrome	False
MONDO:0012138	muscular dystrophy-dystroglycanopathy type b6	False
MONDO:0012142	orofacial cleft 5	False
MONDO:0012143	hereditary cryohydrocytosis with reduced stomatin	False
MONDO:0012145	macular degeneration, age-related, 3	False
MONDO:0012154	myopia 6	False
MONDO:0012155	choanal atresia	False
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	False
MONDO:0012163	immunodeficiency 104	False
MONDO:0012164	meacham syndrome	False
MONDO:0012165	bnar syndrome	False
MONDO:0012166	autosomal dominant sensory ataxia 1	False
MONDO:0012172	mitochondrial trifunctional protein deficiency	False
MONDO:0012173	long chain 3-hydroxyacyl-coa dehydrogenase deficiency	False
MONDO:0012176	emanuel syndrome	False
MONDO:0012177	posterior column ataxia-retinitis pigmentosa syndrome	False
MONDO:0012181	hereditary spastic paraplegia 27	False
MONDO:0012183	melanoma, cutaneous malignant, susceptibility to, 3	False
MONDO:0012184	pierson syndrome	False
MONDO:0012185	spondylometaphyseal dysplasia, a4 type	False
MONDO:0012186	fanconi anemia complementation group i	False
MONDO:0012187	fanconi anemia complementation group j	False
MONDO:0012188	neuronal ceroid lipofuscinosis 9	False
MONDO:0012190	epidermolysis bullosa simplex 7, with nephropathy and deafness	False
MONDO:0012191	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	False
MONDO:0012192	permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	False
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1g	False
MONDO:0012195	arthrogryposis-severe scoliosis syndrome	False
MONDO:0012197	idiopathic aplastic anemia	False
MONDO:0012198	pcwh syndrome	False
MONDO:0012203	familial hyperthyroidism due to mutations in tsh receptor	False
MONDO:0012204	familial pseudohyperkalemia	False
MONDO:0012205	autosomal dominant striatal neurodegeneration type 1	False
MONDO:0012206	spondyloepiphyseal dysplasia with metatarsal shortening	False
MONDO:0012208	congenital reticular ichthyosiform erythroderma	False
MONDO:0012209	branchiogenic deafness syndrome	False
MONDO:0012211	mpdu1-congenital disorder of glycosylation	False
MONDO:0012212	loeys-dietz syndrome 1	False
MONDO:0012213	hereditary spastic paraplegia 26	False
MONDO:0012215	myofibrillar myopathy 3	False
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	False
MONDO:0012220	griscelli syndrome type 3	False
MONDO:0012221	alpha-n-acetylgalactosaminidase deficiency type 1	False
MONDO:0012222	alpha-n-acetylgalactosaminidase deficiency type 2	False
MONDO:0012231	charcot-marie-tooth disease type 2a2	False
MONDO:0012232	stuttering, familial persistent, 2	False
MONDO:0012235	autosomal recessive spinocerebellar ataxia 7	False
MONDO:0012237	nemaline myopathy 6	False
MONDO:0012238	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 2	False
MONDO:0012239	congenital myopathy 4b, autosomal recessive	False
MONDO:0012240	congenital myopathy 23	False
MONDO:0012241	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 3	False
MONDO:0012243	b-cell immunodeficiency, distal limb anomalies, and urogenital malformations	False
MONDO:0012246	spinocerebellar ataxia type 26	False
MONDO:0012247	spinocerebellar ataxia type 27	False
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2k	False
MONDO:0012250	charcot-marie-tooth disease type 4h	False
MONDO:0012251	mednik syndrome	False
MONDO:0012253	multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	False
MONDO:0012254	multiple epiphyseal dysplasia, with miniepiphyses	False
MONDO:0012256	hereditary spastic paraplegia 28	False
MONDO:0012257	cerebrorenodigital syndrome	False
MONDO:0012258	epidermolysis bullosa simplex 2e, with migratory circinate erythema	False
MONDO:0012269	chromosome 3q29 microdeletion syndrome	False
MONDO:0012271	mesoaxial synostotic syndactyly with phalangeal reduction	False
MONDO:0012274	acromesomelic dysplasia 3	False
MONDO:0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	False
MONDO:0012277	myofibrillar myopathy 4	False
MONDO:0012280	goldberg-shprintzen syndrome	False
MONDO:0012282	al-gazali syndrome	False
MONDO:0012289	myofibrillar myopathy 5	False
MONDO:0012290	cednik syndrome	False
MONDO:0012291	immunoglobulin a deficiency 2	False
MONDO:0012296	lipomyelomeningocele	False
MONDO:0012297	spastic paraplegia, optic atropy, and neuropathy	False
MONDO:0012299	nanophthalmos 2	False
MONDO:0012301	mitochondrial dna depletion syndrome, myopathic form	False
MONDO:0012307	familial scaphocephaly syndrome, mcgillivray type	False
MONDO:0012308	joubert syndrome with renal defect	False
MONDO:0012309	parietal foramina 2	False
MONDO:0012313	short qt syndrome type 2	False
MONDO:0012314	short qt syndrome type 3	False
MONDO:0012315	distal 10q deletion syndrome	False
MONDO:0012316	majeed syndrome	False
MONDO:0012320	migraine, familial hemiplegic, 3	False
MONDO:0012322	holoprosencephaly 5	False
MONDO:0012323	lethal acantholytic epidermolysis bullosa	False
MONDO:0012324	frias syndrome	False
MONDO:0012328	trichilemmal cyst	False
MONDO:0012330	talo-patello-scaphoid osteolysis	False
MONDO:0012332	obsolete short stature-delayed bone age due to thyroid hormone metabolism deficiency	True
MONDO:0012333	autosomal recessive nonsyndromic hearing loss 53	False
MONDO:0012334	hereditary spastic paraplegia 29	False
MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	False
MONDO:0012342	7q11.23 microduplication syndrome	False
MONDO:0012345	acral peeling skin syndrome	False
MONDO:0012350	complement factor h deficiency	False
MONDO:0012351	zygodactyly type 1	False
MONDO:0012353	erythrocytosis, familial, 3	False
MONDO:0012354	platelet-type bleeding disorder 8	False
MONDO:0012359	combined immunodeficiency due to partial rag1 deficiency	False
MONDO:0012363	retinitis pigmentosa 32	False
MONDO:0012371	noonan syndrome 3	False
MONDO:0012374	brachyphalangy, polydactyly, and tibial aplasia/hypoplasia	False
MONDO:0012381	hyperinsulinism due to insr deficiency	False
MONDO:0012382	hyperinsulinemic hypoglycemia, familial, 4	False
MONDO:0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	False
MONDO:0012387	osteosclerosis-ichthyosis-premature ovarian failure syndrome	False
MONDO:0012391	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	False
MONDO:0012392	2-methylbutyryl-coa dehydrogenase deficiency	False
MONDO:0012393	congenital brain dysgenesis due to glutamine synthetase deficiency	False
MONDO:0012394	multiple synostoses syndrome 2	False
MONDO:0012396	exercise-induced hyperinsulinism	False
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	False
MONDO:0012400	cortical dysplasia-focal epilepsy syndrome	False
MONDO:0012401	congenital stromal corneal dystrophy	False
MONDO:0012407	pyridoxal phosphate-responsive seizures	False
MONDO:0012410	finnish upper limb-onset distal myopathy	False
MONDO:0012411	giant axonal neuropathy 2	False
MONDO:0012413	syndromic microphthalmia type 5	False
MONDO:0012414	neuronal ceroid lipofuscinosis 10	False
MONDO:0012415	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 4	False
MONDO:0012417	heart-hand syndrome, slovenian type	False
MONDO:0012419	age related macular degeneration 7	False
MONDO:0012423	morm syndrome	False
MONDO:0012426	immunodeficiency 25	False
MONDO:0012430	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 2	False
MONDO:0012431	diaphragmatic hernia 3	False
MONDO:0012432	joubert syndrome 5	False
MONDO:0012433	senior-loken syndrome 6	False
MONDO:0012434	arrhythmogenic right ventricular dysplasia 10	False
MONDO:0012435	3-methylglutaconic aciduria type 5	False
MONDO:0012436	neonatal diabetes mellitus with congenital hypothyroidism	False
MONDO:0012438	pontocerebellar hypoplasia type 5	False
MONDO:0012439	alagille syndrome due to a notch2 point mutation	False
MONDO:0012446	seborrhea-like dermatitis with psoriasiform elements	False
MONDO:0012447	synpolydactyly type 3	False
MONDO:0012448	hereditary spastic paraplegia 33	False
MONDO:0012449	spinocerebellar ataxia type 23	False
MONDO:0012450	spinocerebellar ataxia type 28	False
MONDO:0012453	hereditary spastic paraplegia 31	False
MONDO:0012454	alcohol sensitivity, acute	False
MONDO:0012455	kleefstra syndrome	False
MONDO:0012456	congenital primary aphakia	False
MONDO:0012462	autosomal recessive frontotemporal pachygyria	False
MONDO:0012465	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	False
MONDO:0012475	cone dystrophy with supernormal rod response	False
MONDO:0012476	hereditary spastic paraplegia 30	False
MONDO:0012479	congenital malabsorptive diarrhea 4	False
MONDO:0012480	diabetes mellitus, transient neonatal, 2	False
MONDO:0012481	mevalonic aciduria	False
MONDO:0012495	spondyloepimetaphyseal dysplasia, genevieve type	False
MONDO:0012496	koolen-de vries syndrome	False
MONDO:0012500	chilblain lupus 1	False
MONDO:0012502	normophosphatemic familial tumoral calcinosis	False
MONDO:0012503	thiopurine s-methyltransferase deficiency	False
MONDO:0012504	camptodactyly-tall stature-scoliosis-hearing loss syndrome	False
MONDO:0012508	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	False
MONDO:0012509	pigmented nodular adrenocortical disease, primary, 1	False
MONDO:0012510	combined oxidative phosphorylation defect type 2	False
MONDO:0012511	preterm premature rupture of the membranes	False
MONDO:0012512	fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3	False
MONDO:0012514	hypomyelinating leukodystrophy 5	False
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	False
MONDO:0012517	gaucher disease due to saposin c deficiency	False
MONDO:0012519	rubinstein-taybi syndrome due to 16p13.3 microdeletion	False
MONDO:0012520	insulin-resistance syndrome type a	False
MONDO:0012521	herpes simplex encephalitis	False
MONDO:0012522	diabetes mellitus, transient neonatal, 3	False
MONDO:0012524	corticosterone methyloxidase type 2 deficiency	False
MONDO:0012526	hereditary angioedema type 3	False
MONDO:0012530	palmoplantar keratoderma-xx sex reversal-predisposition to squamous cell carcinoma syndrome	False
MONDO:0012531	xeroderma pigmentosum group b	False
MONDO:0012534	combined oxidative phosphorylation defect type 4	False
MONDO:0012538	nemaline myopathy 7	False
MONDO:0012539	joubert syndrome 6	False
MONDO:0012540	age related macular degeneration 4	False
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia	False
MONDO:0012544	brachydactyly-syndactyly syndrome	False
MONDO:0012545	neutral lipid storage myopathy	False
MONDO:0012548	kostmann syndrome	False
MONDO:0012549	autosomal recessive ataxia, beauce type	False
MONDO:0012552	multiple endocrine neoplasia type 4	False
MONDO:0012553	cerebrooculofacioskeletal syndrome 2	False
MONDO:0012556	dk1-congenital disorder of glycosylation	False
MONDO:0012557	cardiomyopathy-hypotonia-lactic acidosis syndrome	False
MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	False
MONDO:0012561	congenital anomalies of kidney and urinary tract 1	False
MONDO:0012563	holoprosencephaly 9	False
MONDO:0012565	fanconi anemia complementation group n	False
MONDO:0012569	mitral valve prolapse, myxomatous 3	False
MONDO:0012570	body skin hyperlaxity due to vitamin k-dependent coagulation factor deficiency	False
MONDO:0012574	potocki-lupski syndrome	False
MONDO:0012579	autoimmune pulmonary alveolar proteinosis	False
MONDO:0012580	hereditary pulmonary alveolar proteinosis	False
MONDO:0012586	coronary artery disease, autosomal dominant 2	False
MONDO:0012588	neuronal ceroid lipofuscinosis 7	False
MONDO:0012589	pitt-hopkins syndrome	False
MONDO:0012590	xfe progeroid syndrome	False
MONDO:0012591	osteogenesis imperfecta type 5	False
MONDO:0012593	brain-lung-thyroid syndrome	False
MONDO:0012594	complement factor i deficiency	False
MONDO:0012596	psat deficiency	False
MONDO:0012605	isolated microphthalmia 5	False
MONDO:0012608	neuronopathy, distal hereditary motor, autosomal recessive 4	False
MONDO:0012611	polyhydramnios, megalencephaly, and symptomatic epilepsy	False
MONDO:0012614	intellectual disability, autosomal recessive 6	False
MONDO:0012621	deafness-infertility syndrome	False
MONDO:0012622	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	False
MONDO:0012624	acyl-coa dehydrogenase 9 deficiency	False
MONDO:0012625	retinitis pigmentosa 37	False
MONDO:0012626	meckel syndrome, type 4	False
MONDO:0012634	craniofacial dysplasia - osteopenia syndrome	False
MONDO:0012635	cog8-congenital disorder of glycosylation	False
MONDO:0012637	cog1-congenital disorder of glycosylation	False
MONDO:0012638	microphthalmia-brain atrophy syndrome	False
MONDO:0012639	hereditary spastic paraplegia 18	False
MONDO:0012640	charcot-marie-tooth disease type 4j	False
MONDO:0012643	hereditary spastic paraplegia 32	False
MONDO:0012648	isobutyryl-coa dehydrogenase deficiency	False
MONDO:0012650	cernunnos-xlf deficiency	False
MONDO:0012651	spastic ataxia 2	False
MONDO:0012652	autosomal recessive limb-girdle muscular dystrophy type 2l	False
MONDO:0012656	lethal congenital contracture syndrome 3	False
MONDO:0012657	mungan syndrome	False
MONDO:0012658	brachydactyly type b2	False
MONDO:0012659	age related macular degeneration 9	False
MONDO:0012662	usher syndrome type 2d	False
MONDO:0012664	spastic ataxia 3	False
MONDO:0012665	cataract 33	False
MONDO:0012667	dilated cardiomyopathy 1w	False
MONDO:0012669	legius syndrome	False
MONDO:0012670	autosomal recessive nonsyndromic hearing loss 63	False
MONDO:0012675	corticosteroid-binding globulin deficiency	False
MONDO:0012676	autosomal recessive osteopetrosis 4	False
